,0,cleanText
2020-12-08 20:41:48,"Alphabet Inc. (GOOG) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Hold, as Alphabe… https://t.co/OmKOanchRS","['alphabet', 'inc', 'goog', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'alphab']"
2020-12-08 20:41:32,"@bgarlinghouse @Ripple_XRP1 If you can bring companies like Bank of America , J.P. Morgan and citi bank you will be the next Tesla","['bring', 'compani', 'like', 'bank', 'america', 'morgan', 'citi', 'bank', 'next', 'tesla']"
2020-12-08 20:37:22,A man always has two reasons for doing anything: a good reason and the real reason. - J.P. Morgan #quote… https://t.co/llAn35nprg,"['man', 'alway', 'two', 'reason', 'anyth', 'good', 'reason', 'real', 'reason', 'morgan', 'quot']"
2020-12-08 20:27:52,"RT @astephens__: @MKBHD Apple's approach to these radical changes fits well with the famous quote from J. P. Morgan:

""A man always has two…","['appl', 'approach', 'radic', 'chang', 'fit', 'well', 'famou', 'quot', 'morgan', 'man', 'alway', 'two']"
2020-12-08 20:23:02,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/qRXcwvgO5G,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 20:20:24,"RT @WATC_WeAreTech: We are so happy to have Crystal Downie​, Executive Director, J.P. Morgan​,​ introducing 10 more of our #TechWomen100 at…","['happi', 'crystal', 'downi', 'execut', 'director', 'morgan', 'introduc', 'techwomen']"
2020-12-08 20:16:48,Positive #manufacturing news shared in the RIMA BLOG -The J.P. Morgan Global Manufacturing PMI expanded at the fast… https://t.co/6PMgJXkDKj,"['posit', 'manufactur', 'news', 'share', 'rima', 'blog', 'morgan', 'global', 'manufactur', 'pmi', 'expand', 'fast']"
2020-12-08 20:02:47,"RT @OneLuckyGirl_28: ""Millionaires don't use Astrology,

Billionaires use Astrology.""

—J.P. Morgan, @jpmorgan founded
on October 28th—28 i…","['millionair', 'use', 'astrolog', 'billionair', 'use', 'astrolog', 'morgan', 'foundedon', 'octob']"
2020-12-08 20:00:02,"Businessman J.P. Morgan said, “No problem can be solved until it is reduced to some simple form. The changing of a… https://t.co/orM6p8SM0v","['businessman', 'morgan', 'said', 'problem', 'solv', 'reduc', 'simpl', 'form', 'chang']"
2020-12-08 19:43:13,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/Tb5nDrIVAc,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 19:25:12,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/VRM5WdrIgQ,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 19:10:54,JinkoSolar Holding Company Limi (JKS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to… https://t.co/9tsHydcccf,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-08 18:58:40,"RT @OneLuckyGirl_28: J.P. Morgan, 

America's first billionaire, 

said of #Astrology...

""Millionaires don't use Astrology,

Billionaires…","['morgan', 'america', 'first', 'billionair', 'said', 'astrolog', 'millionair', 'use', 'astrolog', 'billionair']"
2020-12-08 18:48:13,"'The world is divided in to three classes of people: a very small group that makes things happen, 
a somewhat large… https://t.co/jzv2udx7C5","['world', 'divid', 'three', 'class', 'peopl', 'small', 'group', 'make', 'thing', 'happen', 'somewhat', 'larg']"
2020-12-08 18:45:45,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/c4HeRfx6db,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 18:40:11,"#Hiring Wholesale Payments, Onyx by J.P. Morgan - The Liink Network - Technical Implementation... at JPMorgan Chase… https://t.co/EacMPscOI3","['hire', 'wholesal', 'payment', 'onyx', 'morgan', 'liink', 'network', 'technic', 'implement', 'jpmorgan', 'chase']"
2020-12-08 18:34:33,"We are so happy to have Crystal Downie​, Executive Director, J.P. Morgan​,​ introducing 10 more of our… https://t.co/XQykOCDg2m","['happi', 'crystal', 'downi', 'execut', 'director', 'morgan', 'introduc']"
2020-12-08 18:31:11,every night in fear that someone he knew or didn’t would kill him. Literally the poster child of capitalism. J.P Mo… https://t.co/SRhcGw3ynv,"['everi', 'night', 'fear', 'someon', 'knew', 'would', 'kill', 'liter', 'poster', 'child', 'capit']"
2020-12-08 18:10:42,"AT&amp;T Inc. (T) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Underperform, as AT&amp;T I… https://t.co/oB670gpLhm","['atampt', 'inc', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underperform', 'atampt']"
2020-12-08 18:00:51,J.P. Morgan comes in a few minutes ago and raises the price target on $COUP to $121 from $100... https://t.co/xTXdmJhlcO,"['morgan', 'come', 'minut', 'ago', 'rais', 'price', 'target', 'coup']"
2020-12-08 18:00:00,"If you have to ask how much it costs, you can't afford it.

 - J.P. Morgan","['ask', 'much', 'cost', 'afford', 'morgan']"
2020-12-08 17:26:02,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/226oeiuhlT,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 17:12:14,"""Millionaires don't use Astrology,

Billionaires use Astrology.""

—J.P. Morgan, @jpmorgan founded
on October 28th—2… https://t.co/ndwFNoZilp","['millionair', 'use', 'astrolog', 'billionair', 'use', 'astrolog', 'morgan', 'foundedon', 'octob']"
2020-12-08 16:56:47,"RT @GibsonMcFuck: UPDATE: Out of an abundance of caution, President-elect Joe Biden has unzipped his full-body skin suit to reveal a bipeda…","['updat', 'abund', 'caution', 'presid', 'elect', 'joe', 'biden', 'unzip', 'full', 'bodi', 'skin', 'suit', 'reveal', 'bipeda']"
2020-12-08 16:56:29,"@OrwellReturns @codycr6 @Randy_Muscle @IlhanMN J.P. Morgan was born rich already.  

They gained generational wealt… https://t.co/XynP9up5wA","['morgan', 'born', 'rich', 'alreadi', 'gain', 'gener', 'wealt']"
2020-12-08 16:51:30,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/DtQuRSiUKE,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 16:31:52,"The Walt Disney Company (DIS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Hold, a… https://t.co/f4L384Q1xm","['walt', 'disney', 'compani', 'di', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold']"
2020-12-08 16:16:48,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/U7tR1INadj,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 16:16:39,EMEA Sales &amp; Marketing – Structuring Investable Index Solutions – Analyst | J.P.Morgan https://t.co/Bi39oE1O9w,"['emea', 'sale', 'amp', 'market', 'structur', 'invest', 'index', 'solut', 'analyst', 'jpmorgan']"
2020-12-08 15:40:54,"Axon Enterprise, Inc. (AAXN) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Buy, as… https://t.co/GeSNk4kKKq","['axon', 'enterpris', 'inc', 'aaxn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy']"
2020-12-08 15:33:04,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/mUFv00n1ry,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-08 15:28:46,"RT @thevrara: We are thrilled to welcome J.P. Morgan @jpmorgan as our newest Member!! 

#VRARA #JPMorgan #financial https://t.co/uBhLvARXW6","['thrill', 'welcom', 'morgan', 'newest', 'member', 'vrara', 'jpmorgan', 'financi']"
2020-12-08 15:10:57,"Morgan Stanley (MS) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Sell, as Morgan S… https://t.co/fS3IyxuWGq","['morgan', 'stanley', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell', 'morgan']"
2020-12-08 15:06:38,"Proud of this latest issue of @SFT including a sit-down with @tradewindmkts CEO Michael Albanese, former J.P. Morga… https://t.co/SiOfgnSuWe","['proud', 'latest', 'issu', 'includ', 'sit', 'ceo', 'michael', 'albanes', 'former', 'morga']"
2020-12-08 14:56:42,"Mintz advised 55ip, a #fintech company with proprietary capabilities empowering #financialadvisors to deliver tax-s… https://t.co/JSftoJYexr","['mintz', 'advis', 'fintech', 'compani', 'proprietari', 'capabl', 'empow', 'financialadvisor', 'deliv', 'tax']"
2020-12-08 14:40:57,"Microsoft Corp. (MSFT) surprised the market with Q4 result.  J.P. Morgan Chase changed the rating to Buy, as Micros… https://t.co/ohO68ICmgw","['microsoft', 'corp', 'msft', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'buy', 'micro']"
2020-12-08 14:33:20,Antero wins double upgrade at J.P. Morgan on positive NGL view https://t.co/CxPPq72HdE,"['antero', 'win', 'doubl', 'upgrad', 'morgan', 'posit', 'ngl', 'view']"
2020-12-08 14:26:14,$AR $AR $QEP - Antero wins double upgrade at J.P. Morgan on positive NGL view https://t.co/7Pn8JJfpE4,"['qep', 'antero', 'win', 'doubl', 'upgrad', 'morgan', 'posit', 'ngl', 'view']"
2020-12-08 14:00:30,The joint winner of Investment Woman of the Year (Large Firms) at the 2020 Women in Investment Awards in partnershi… https://t.co/RiOmqXdyND,"['joint', 'winner', 'invest', 'woman', 'year', 'larg', 'firm', 'woman', 'invest', 'award', 'partnershi']"
2020-12-08 13:43:21,"Meet the Black woman who pretended to be White and ended up managing J.P. Morgan in the 1900’s

#BellaDaCostaGreene 🎓","['meet', 'black', 'woman', 'pretend', 'white', 'end', 'manag', 'morgan', 'sbelladacostagreen']"
2020-12-08 13:40:42,"Raytheon Co. (RTN) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Hold, as Raytheon… https://t.co/TE5mePIeCG","['raytheon', 'rtn', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'raytheon']"
2020-12-08 13:28:14,The winner of the Fund Manager of the Year (Large Firms) at the 2020 Women in Investment Awards in partnership with… https://t.co/C2M5gSyAJ4,"['winner', 'fund', 'manag', 'year', 'larg', 'firm', 'woman', 'invest', 'award', 'partnership']"
2020-12-08 13:25:44,"RT @jpmorgan: J.P. Morgan Private Bank explores how Europe’s property markets are responding to the coronavirus pandemic, and what’s likely…","['morgan', 'privat', 'bank', 'explor', 'europ', 'properti', 'market', 'respond', 'coronaviru', 'pandem', 'like']"
2020-12-08 13:24:38,How do you top @united saying your last post was their favorite?  You don’t. You just enjoy being in the clouds.… https://t.co/gpQ8fV2YNt,"['top', 'say', 'last', 'post', 'favorit', 'enjoy', 'cloud']"
2020-12-08 13:03:28,"RT @Lord_of_Saarl: My Facebook Profile Pic when I am 30+.

Mr Lustwig. C. J Lewis.
Working at J. P Morgan 
Happily Married with two boys an…","['facebook', 'profil', 'pic', 'lustwig', 'lewiswork', 'morgan', 'happili', 'marri', 'two', 'boy']"
2020-12-08 13:01:58,"Apple Inc. (AAPL) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell, as Apple Inc.… https://t.co/Bsgq9Xjndd","['appl', 'inc', 'aapl', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell', 'appl', 'inc']"
2020-12-08 12:49:41,"@bangordailynews so tesla wanted to build generating stations on every city block and edison wanted the grid

j p m… https://t.co/fskBIP22jG","['tesla', 'want', 'build', 'gener', 'station', 'everi', 'citi', 'block', 'edison', 'want', 'gridj']"
2020-12-08 12:20:47,JinkoSolar Holding Company Limi (JKS) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to… https://t.co/97Zu4RAqOS,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-08 11:16:33,AMUNDI INDEX J.P. MORGAN GBI GLOBAL GOVIES UCITS ETF DR - EUR: Net Asset Value(s) https://t.co/j8fuc65fmH,"['amundi', 'index', 'morgan', 'gbi', 'global', 'govi', 'ucit', 'etf', 'eur', 'net', 'asset', 'valu']"
2020-12-08 10:39:12,"Apple consumers still favoring the higher-priced new iPhone models, says J.P. Morgan https://t.co/yBqH6TMUmJ","['appl', 'consum', 'still', 'favor', 'higher', 'price', 'new', 'iphon', 'model', 'say', 'morgan']"
2020-12-08 09:30:04,"DraftKings stock falls after J.P. Morgan analyst gives a not-bullish endorsement
 https://t.co/aCs4kOfIWJ","['draftk', 'stock', 'fall', 'morgan', 'analyst', 'give', 'bullish', 'endors']"
2020-12-08 09:15:28,"RT @mark_woollacott: One of my America's Cup artworks... Available as a #print from Fine Art America:
https://t.co/slCw1EAYZM
.
#americacup…","['one', 'america', 'cup', 'artwork', 'avail', 'print', 'fine', 'art', 'america']"
2020-12-08 08:58:07,"One of my America's Cup artworks... Available as a #print from Fine Art America:
https://t.co/slCw1EAYZM
.… https://t.co/V8hFS0XTT4","['one', 'america', 'cup', 'artwork', 'avail', 'print', 'fine', 'art', 'america']"
2020-12-08 08:28:35,Most are focused on America being called racist than the stagnation they feed as others do under the guise of conce… https://t.co/iCooPHqhMf,"['focus', 'america', 'call', 'racist', 'stagnat', 'feed', 'other', 'gui', 'conc']"
2020-12-08 07:59:32,@AshyoThe Indeed they've been keeping the free energy secret for some time. Even Tesla's (or Tartarian) wireless el… https://t.co/AP4COfal2Y,"['inde', 'keep', 'free', 'energi', 'secret', 'time', 'even', 'tesla', 'tartarian', 'wireless']"
2020-12-08 07:41:57,"Paper Co. (IP) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Hold, as Paper Co. (IP… https://t.co/Gaj5dbaZRZ","['paper', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'paper']"
2020-12-08 07:12:31,#NowPlaying Kergyma Community Choir - The Promise (feat. Pastor J. P. Morgan) :: Tune In: https://t.co/srt7CxXKlf,"['nowplay', 'kergyma', 'commun', 'choir', 'promis', 'feat', 'pastor', 'morgan', 'tune']"
2020-12-08 06:40:39,JinkoSolar Holding Company Limi (JKS) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to… https://t.co/pD0dqrkxkD,"['jinkosolar', 'hold', 'compani', 'limi', 'jk', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate']"
2020-12-08 06:34:10,Supreme x J.P. Morgan Chase &amp; Co. picture frame dropping soon. $100.,"['suprem', 'morgan', 'chase', 'amp', 'pictur', 'frame', 'drop', 'soon']"
2020-12-08 06:14:48,"During the Civil War, J.P. Morgan made a huge profit by buying defective rifles that maimed the user's hand and sel… https://t.co/cuWW2DvJ1X","['civil', 'war', 'morgan', 'made', 'huge', 'profit', 'buy', 'defect', 'rifl', 'maim', 'user', 'hand', 'sel']"
2020-12-08 05:57:08,"""The first step towards getting somewhere is to decide that you are not going to stay where you are.""
– J.P. Morgan… https://t.co/mMFE8op3IU","['first', 'step', 'toward', 'get', 'somewher', 'decid', 'go', 'stay', 'morgan']"
2020-12-08 05:53:39,"RT @GordonTredgold: Go as far as you can see; when you get there, you'll be able to see farther. -  J. P. Morgan","['far', 'see', 'get', 'abl', 'see', 'farther', 'morgan']"
2020-12-08 05:53:17,"Go as far as you can see; when you get there, you'll be able to see farther. -  J. P. Morgan","['far', 'see', 'get', 'abl', 'see', 'farther', 'morgan']"
2020-12-08 05:45:16,"Go as far as you can see; when you get there, you'll be able to see farther. - J. P. Morgan #quote","['far', 'see', 'get', 'abl', 'see', 'farther', 'morgan', 'quot']"
2020-12-08 04:26:47,"Tea gown by the House of Worth, c, 1905.  Worn by Jane Norton Grew, the wife of banker J.P. Morgan Jr.
At the Metro… https://t.co/PEGG8QeuLY","['tea', 'gown', 'hous', 'worth', 'worn', 'jane', 'norton', 'grew', 'wife', 'banker', 'morgan', 'jrat', 'metro']"
2020-12-08 04:21:58,"Paper Co. (IP) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Outperform, as Paper C… https://t.co/OfPQHfzP73","['paper', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform', 'paper']"
2020-12-08 03:26:13,"RT @InspiredUs: Go as far as you can see; when you get there, you'll be able to see farther. - J. P. Morgan #quote","['far', 'see', 'get', 'abl', 'see', 'farther', 'morgan', 'quot']"
2020-12-08 02:58:03,"RT @StrikeDebt: J.P. Morgan Chase is telling @JoeBiden not to cancel student debt.

If Biden comes up with some wishy-washy partial cancell…","['morgan', 'chase', 'tell', 'cancel', 'student', 'debtif', 'biden', 'come', 'wishi', 'washi', 'partial', 'cancel']"
2020-12-08 02:01:35,"Apple consumers still favoring the higher-priced new iPhone models, says J.P. Morgan - MarketWatch $AAPL $JPM https://t.co/zTPSAJQHNJ","['appl', 'consum', 'still', 'favor', 'higher', 'price', 'new', 'iphon', 'model', 'say', 'morgan', 'marketwatch', 'aapl', 'jpm']"
2020-12-08 01:55:56,"Stephen Parker, head of advisory solutions for J.P. Morgan Private Bank, discusses the intersection of markets and… https://t.co/M3246OvUj1","['stephen', 'parker', 'head', 'advisori', 'solut', 'morgan', 'privat', 'bank', 'discus', 'intersect', 'market']"
2020-12-08 01:21:09,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Hold,… https://t.co/2dz17jEyou","['intuit', 'surgic', 'inc', 'isrg', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold']"
2020-12-08 01:17:50,"RT @InvestmentWeek: Ahead of today's Sustainable &amp; ESG Investment Awards at 1pm, we speak to one of our finalists - Gloria Kim of @jpmorgan…","['ahead', 'today', 'sustain', 'amp', 'esg', 'invest', 'award', 'speak', 'one', 'finalist', 'gloria', 'kim']"
2020-12-08 01:15:48,RT @1DavidClarke: #AI J.P. Morgan's Comprehensive Guide on Machine Learning https://t.co/MBHVOncums,"['morgan', 'comprehens', 'guid', 'machin', 'learn']"
2020-12-08 01:00:53,"CVS Health Corp. (CVS) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Hold, as CVS H… https://t.co/idEGuNnqLD","['cv', 'health', 'corp', 'cv', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold', 'cv']"
2020-12-07 23:56:33,I believe #MoscowMitch works for J. P. Morgan Chase. https://t.co/eN7ixhKd86,"['believ', 'moscowmitch', 'work', 'morgan', 'chase']"
2020-12-07 23:43:26,"@jasminexETH @directornola Lol, had nothing to do J.P Morgan having a lot of capital tied up in paper production so… https://t.co/m9bS3KdnVO","['lol', 'noth', 'morgan', 'lot', 'capit', 'tie', 'paper', 'product']"
2020-12-07 23:27:07,Someone is tryna hack my J.P. Morgan account but thank god for triple security for me.  Whew.,"['someon', 'tryna', 'hack', 'morgan', 'account', 'thank', 'god', 'tripl', 'secur', 'whew']"
2020-12-07 23:06:46,J.P. Morgan Names Asia Co-Head of Equity Capital Markets https://t.co/bQNmEvE1pt,"['morgan', 'name', 'asia', 'head', 'equiti', 'capit', 'market']"
2020-12-07 22:19:45,Economists to Bernie Sanders: Don't kill the relief bill over stimulus checks https://t.co/ytgsWwpUFK It is very fu… https://t.co/Hw6sqjIG7c,"['economist', 'berni', 'sander', 'kill', 'relief', 'bill', 'stimulu', 'check']"
2020-12-07 22:11:44,"@mgoldenmsp McBrides in Barrow to move production to France and Luxembourg
Ineos to build new 4×4 in France
J P Mor… https://t.co/wzxAdbJsSA","['mcbride', 'barrow', 'move', 'product', 'franc', 'luxembourgineo', 'build', 'new', 'francej', 'mor']"
2020-12-07 22:10:31,"If #investors thought 2020 couldn’t get any more bizarre, now we're seeing signs of a growth vs. value rotation. Th… https://t.co/v0CL2CuKNq","['investor', 'thought', 'get', 'bizarr', 'see', 'sign', 'growth', 'valu', 'rotat']"
2020-12-07 22:10:07,"@MKBHD Apple's approach to these radical changes fits well with the famous quote from J. P. Morgan:

""A man always… https://t.co/x7wK6Buait","['appl', 'approach', 'radic', 'chang', 'fit', 'well', 'famou', 'quot', 'morgan', 'man', 'alway']"
2020-12-07 21:26:48,@MelissaJPeltier (My gm was a broker for J.P. Morgan when she retired at 80. They were sad to see her go!),"['broker', 'morgan', 'retir', 'sad', 'see']"
2020-12-07 21:15:02,Throw back. That time I flew the @united Island Hopper. I feel like we all need this right now. #mikeshot… https://t.co/nY56w0puCI,"['throw', 'back', 'time', 'flew', 'island', 'hopper', 'feel', 'like', 'need', 'right', 'mikeshot']"
2020-12-07 21:03:10,RT @SteveBrubaker: DraftKings Lower After J.P. Morgan Initiates Neutral on Valuation | TheStreet https://t.co/ZmmqlSaOp8,"['draftk', 'lower', 'morgan', 'initi', 'neutral', 'valuat', 'thestreet']"
2020-12-07 21:00:47,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Hold,… https://t.co/FDMAkaKlRT","['intuit', 'surgic', 'inc', 'isrg', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'hold']"
2020-12-07 20:44:55,Shares of @DraftKings fell Monday after J.P. Morgan analyst Daniel Politzer began coverage of the company with a ne… https://t.co/tNbwmnKOD2,"['share', 'fell', 'monday', 'morgan', 'analyst', 'daniel', 'politz', 'began', 'coverag', 'compani']"
2020-12-07 20:42:27,DraftKings Lower After J.P. Morgan Initiates Neutral on Valuation | TheStreet https://t.co/ZmmqlSaOp8,"['draftk', 'lower', 'morgan', 'initi', 'neutral', 'valuat', 'thestreet']"
2020-12-07 20:40:47,"Paper Co. (IP) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Underperform, as Paper… https://t.co/fcvSZyLTuk","['paper', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'underperform', 'paper']"
2020-12-07 20:23:41,"RT @MattSoukup2: @RareGemHunt @tgh0321 @DailyCaller J P Morgan Chase is the New American Currency 
Silver back called Amero // opposite Eur…","['morgan', 'chase', 'new', 'american', 'currenc', 'silver', 'back', 'call', 'amero', 'opposit', 'eur']"
2020-12-07 19:33:11,$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/LyYJ9TxVN4,"['jpm', 'morgan', 'chase', 'amp', 'sec', 'file', 'form']"
2020-12-07 19:30:51,"CVS Health Corp. (CVS) surprised the market with Q3 result.  J.P. Morgan Chase changed the rating to Outperform, as… https://t.co/6pA2vCBhFE","['cv', 'health', 'corp', 'cv', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform']"
2020-12-07 19:30:18,DraftKings ( $DKNG ) shares fell after a J.P. Morgan analyst began coverage of the sports gambling company with a n… https://t.co/3Y8AxGWK2e,"['draftk', 'dkng', 'share', 'fell', 'morgan', 'analyst', 'began', 'coverag', 'sport', 'gambl', 'compani']"
2020-12-07 19:20:49,"General Motors Co. (GM) surprised the market with Q1 result.  J.P. Morgan Chase changed the rating to Outperform, a… https://t.co/ahUPw2LTzX","['gener', 'motor', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'outperform']"
2020-12-07 19:10:20,"Apple consumers still favoring the higher-priced new iPhone models, says J.P. Morgan - MarketWatch https://t.co/H66Kc6PMeK","['appl', 'consum', 'still', 'favor', 'higher', 'price', 'new', 'iphon', 'model', 'say', 'morgan', 'marketwatch']"
2020-12-07 19:02:08,"Belle da Costa Greene Managed J.P. Morgan’s Fortune For 43 Years, Passing as a White Woman https://t.co/p43azUQrta","['bell', 'costa', 'green', 'manag', 'morgan', 'fortun', 'year', 'pas', 'white', 'woman']"
2020-12-07 19:01:48,"Intuitive Surgical, Inc. (ISRG) surprised the market with Q2 result.  J.P. Morgan Chase changed the rating to Sell,… https://t.co/9jQxAvPzOf","['intuit', 'surgic', 'inc', 'isrg', 'surpris', 'market', 'result', 'morgan', 'chase', 'chang', 'rate', 'sell']"
2020-12-07 19:00:04,Many fixed income sectors have seen record issuance in 2020. Read more in this post from J.P. Morgan Asset Manageme… https://t.co/Uuxkw5yNdO,"['mani', 'fix', 'incom', 'sector', 'seen', 'record', 'issuanc', 'read', 'post', 'morgan', 'asset', 'managem']"
2020-12-07 18:40:03,"Apple consumers still favoring the higher-priced new iPhone models, says J.P. Morgan
 https://t.co/gIgNT97WOr","['appl', 'consum', 'still', 'favor', 'higher', 'price', 'new', 'iphon', 'model', 'say', 'morgan']"
2020-12-07 18:34:00,RT @barronsonline: Stephen Parker of J.P. Morgan Private Bank discusses market catalysts to watch. Barron’s Carleton English on this week’s…,"['stephen', 'parker', 'morgan', 'privat', 'bank', 'discus', 'market', 'catalyst', 'watch', 'barron', 'carleton', 'english', 'week']"
2020-12-07 18:19:22,"J.P. Morgan Chase is telling @JoeBiden not to cancel student debt.

If Biden comes up with some wishy-washy partial… https://t.co/w8CpI57syz","['morgan', 'chase', 'tell', 'cancel', 'student', 'debtif', 'biden', 'come', 'wishi', 'washi', 'partial']"
2020-12-07 18:08:36,"$AAPL Apple consumers still favoring the higher-priced new iPhone models, says J.P. Morgan https://t.co/26uAGJfBHJ","['aapl', 'appl', 'consum', 'still', 'favor', 'higher', 'price', 'new', 'iphon', 'model', 'say', 'morgan']"
