,0
2020-12-04 23:39:45,We're hiring! Read about our latest job opening here: Customer Service Representative - Bank/Credit Union Call Cent… https://t.co/o1blODPedN
2020-12-04 23:32:33,"RT @JackHenryJobs: Want to work at Jack Henry &amp; Associates, Inc? We're hiring in #Charlotte, NC! Click for details: https://t.co/s2yBKJj3ke…"
2020-12-04 23:25:21,"Want to work at Jack Henry &amp; Associates, Inc? We're hiring in #Charlotte, NC! Click for details: https://t.co/s2yBKJj3ke #IT"
2020-12-04 21:18:54,"Looking to join Kelly Services, Jack Henry &amp; Associates, Inc (@JackHenryJobs), or Cognizant (@Cognizant_Latam)? Vie… https://t.co/PCmqiALw3A"
2020-12-04 15:15:02,"Credit Union Technical Support Supervisor at Jack Henry &amp; Associates, Inc.® (@JackHenryAssoc) [San Diego, CA] https://t.co/KYZJSwIatJ"
2020-12-04 15:05:01,"SAFe Program Manager at Jack Henry &amp; Associates, Inc.® (@JackHenryAssoc) [Monett, MO] https://t.co/ErrHY5tkeo #projectmanagement"
2020-12-04 14:27:42,"RT @tmj_MOP_it: If you're looking for work in #Monett, MO, check out this #IT job via the link in our bio: Associate User Interface Softwar…"
2020-12-04 14:09:15,"If you're looking for work in #Monett, MO, check out this #IT job via the link in our bio: Associate User Interface… https://t.co/U2wwa1ybvt"
2020-12-03 23:03:59,"RT @RemotejobPage: New #remotejob | Jack Henry &amp; Associates, Inc.® is hiring Lead Software Engineer at Jack Henry &amp; Associates, Inc.® () (a…"
2020-12-03 23:02:41,"New #remotejob | Jack Henry &amp; Associates, Inc.® is hiring Lead Software Engineer at Jack Henry &amp; Associates, Inc.®… https://t.co/wBsjcVp10G"
2020-12-03 19:05:00,"Looking to score a job at Jack Henry &amp; Associates, Inc? You're in luck. Click the link in our bio for the job descr… https://t.co/dMBSd82wUO"
2020-12-03 16:45:34,"Want to land a job like ""Business Consultant"" at Jack Henry &amp; Associates, Inc? Applicant tracking systems look for… https://t.co/rlSm1Wo3ew"
2020-12-03 16:37:00,"@mnkahn New Job Alerts for You: Payment Support Rep III | Jack Henry &amp;amp; Associates, Inc | Elizabethtown | https://t.co/rmnwaaRuTg"
2020-12-03 15:33:17,"Jack Henry Migrates 800 Financial Institutions to Enhanced Card Processing Platform | Jack Henry &amp; Associates, Inc. https://t.co/bKYu09BYCc"
2020-12-03 15:03:49,"RT @tmj_dfw_it: This job is now open at Jack Henry &amp; Associates, Inc in #Allen, TX. Follow us and turn on mobile alerts to hear about jobs…"
2020-12-03 13:08:44,"Jack Henry &amp; Associates, Inc is looking for teammates like you. See our latest #Database job openings, including ""S… https://t.co/osJebh1XmD"
2020-12-03 02:50:54,"Can you recommend anyone for this job? Lead Software Engineer (DevOps) - https://t.co/1UPdxRajgm #IT #Allen, TX"
2020-12-02 16:49:44,"This job is now open at Jack Henry &amp; Associates, Inc in #Allen, TX. Follow us and turn on mobile alerts to hear abo… https://t.co/D2KGOSzcIn"
2020-12-02 16:33:42,"If you're looking for work in #Charlotte, NC, check out this job: https://t.co/UFr3qnvInU #IT"
2020-12-02 15:02:55,"Now hiring for 25 job opportunities at EmployBridge (@RemedyStaffing), Molina Healthcare (@molinahealth), Jack Henr… https://t.co/ysTNDFCB4R"
2020-12-02 14:17:15,"RT @dallasnews: 🏆 Congratulations to The Dallas Morning News Top 100 Places to Work 2020 winner @JackHenryAssoc! #DFWPlacestoWork
🔎 Company…"
2020-12-02 09:26:46,New #prodmgmt job: https://t.co/OhhLbAZNga Senior Technical Product Manager at Banno at Jack Henry &amp; Associates
2020-12-02 05:11:23,"Jack Henry and Associates, Inc. is looking for a remote Implementation Coordinator #workathome #remotework… https://t.co/oPF4Uc7UuO"
2020-12-02 01:27:09,"RT @remote_dev_jobs: Software Engineering Manager (Cloud Applications) at Jack Henry &amp; Associates, Inc.® #Analyst #Angular #Application #Ba…"
2020-12-01 23:40:09,"#Hiring SAFe Program Manager at Jack Henry &amp; Associates, Inc.® (Monett, MO)
https://t.co/Oq1ED6bLk5 #MonettJobs #MOJobs #TechJobs"
2020-12-01 22:56:05,"RT @dallasnews: 🏆 Congratulations to The Dallas Morning News Top 100 Places to Work 2020 winner @JackHenryAssoc! #DFWPlacestoWork
🔎 Company…"
2020-12-01 22:00:32,"🏆 Congratulations to The Dallas Morning News Top 100 Places to Work 2020 winner @JackHenryAssoc! #DFWPlacestoWork
🔎… https://t.co/zuJbwwkpb9"
2020-12-01 21:10:10,"#Hiring Credit Union Technical Support Supervisor at Jack Henry &amp; Associates, Inc.® (San Diego, CA)… https://t.co/Rw5J4xeWL1"
2020-12-01 21:01:33,"RT @remote_dev_jobs: Software Engineering Manager (Cloud Applications) at Jack Henry &amp; Associates, Inc.® #Analyst #Angular #Application #Ba…"
2020-12-01 21:00:26,"RT @remote_dev_jobs: Software Engineering Manager (Cloud Applications) at Jack Henry &amp; Associates, Inc.® #Analyst #Angular #Application #Ba…"
2020-12-01 20:53:16,"Software Engineering Manager (Cloud Applications) at Jack Henry &amp; Associates, Inc.® #Analyst #Angular #Application… https://t.co/zUortxldQk"
2020-12-01 18:34:10,"RT @JackHenryJobs: Through an exceptional service culture founded on integrity, trust and doing the right thing, we confidently lead our cu…"
2020-12-01 18:16:25,"Through an exceptional service culture founded on integrity, trust and doing the right thing, we confidently lead o… https://t.co/auzP2SLHlT"
2020-12-01 17:17:36,"Looking to score a job at Jack Henry &amp; Associates, Inc? You're in luck. Click the link in our bio for the job descr… https://t.co/0uL46SijSE"
2020-12-01 17:03:30,"New #remotejob | Jack Henry &amp; Associates, Inc.® is hiring Software Engineering Manager (Cloud Applications) at Jack… https://t.co/GzV1Cbs769"
2020-12-01 16:12:50,"Jack Henry and Associates, Inc. is looking for a remote Fraud Prevention Representative (Remote Call Center)… https://t.co/8QrMleS1F0"
2020-12-01 12:18:03,"#HechoRelevante Operan hoy ex-dividend: Old Dominion Freight Line $ODFL ($0.15 / 0.30%), Principal Financial Group… https://t.co/6yBEcVIls5"
2020-12-01 12:17:53,"#HechoRelevante Operan hoy ex-dividend: Old Dominion Freight Line $ODFL ($0.15 / 0.30%), Principal Financial Group… https://t.co/SOUhARcgXJ"
2020-12-01 12:17:44,"#HechoRelevante Operan hoy ex-dividend: Old Dominion Freight Line $ODFL ($0.15 / 0.30%), Principal Financial Group… https://t.co/hWJovv2Knh"
2020-11-30 20:23:13,Jack Henry &amp; Associates Announces Regular Quarterly Dividend https://t.co/rcQ19mq3aW
2020-11-30 20:22:57,Jack Henry &amp; Associates To Provide Webcast Of First Quarter Fiscal Year 2021 Earnings Call https://t.co/0xNb9hGyRj
2020-11-30 19:05:52,"New article: ""Paypal - Payment Processing Solutions Market A Latest Research Report, Share Insights and Dynamics wi… https://t.co/RdJ3Qf647B"
2020-11-30 19:00:43,"Looking to score a job at Jack Henry &amp; Associates, Inc? You're in luck. Click the link in our bio for the job descr… https://t.co/k3iJj3dB2G"
2020-11-30 14:44:52,"Jack Henry &amp; Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for December 01, 2020 - [US Market News], Source: N… https://t.co/LFPKfrzsmx"
2020-11-30 13:40:00,"Jack Henry &amp; Associates, Inc.® (@JackHenryAssoc) is hiring https://t.co/Lhg7z9Li2P #automation #qa"
2020-11-30 09:06:33,How to Trade: What investors think about Jack Henry &amp; Associates $JKHY from here https://t.co/KgKOALxfqf Click for… https://t.co/7n7cK4P5ic
2020-11-30 00:07:30,"Looking to score a job at Jack Henry &amp; Associates, Inc? You're in luck. Click the link in our bio for the job descr… https://t.co/curThQVJ70"
