,0
2020-12-06 03:39:59,"#FPACrescentFund Largest sales in #Q32020, include #Comcast Corporation $CMCSA Read about the trade at https://t.co/rMnOaSpstc"
2020-12-05 06:09:52,"@DerrickNAACP WOW! You are worried about Civil Rights after you dropped the ball on CRA of 1866, signed an MOU with… https://t.co/Lgh7DcEMgM"
2020-12-05 04:52:37,"@conspiracymill I expected @mehdirhasan to be more like @chrislhayes, where he was hired to have a progressive pers… https://t.co/ArHNvdJykJ"
2020-12-04 17:30:21,@RochieWBZ @BCHockey @BC_WHockey @BCFootball @MerrimackMIH @UMassHockey @NERevolution @wbz @Patriots The rare BC fo… https://t.co/auJj1K0zKC
2020-12-04 14:55:23,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-04 02:10:00,"6 Ways to Create a Terrible Customer Service Experience

When you’re in business, whether you’re a large corporatio… https://t.co/YWe3RRx90a"
2020-12-03 21:51:48,"$CMCSA New Form 4 for Comcast Corporation
From our Stock News Alerts App"
2020-12-03 21:45:26,$CMCSA Comcast Corporation SEC Filing: Form 4 https://t.co/bkBRGRmgjK
2020-12-03 19:16:16,"NEW FEC F3X
COMCAST CORPORATION &amp; NBCUNIVERSAL POLITICAL AC...
RCPT $385,016
EXPN $414,000
COH $1,143,443… https://t.co/3843FaFsjP"
2020-12-03 17:11:44,"@Cigna Who could've though that any corporation could beat @comcast for the worst customer service ever. But, Cigna… https://t.co/zORcQXeRpg"
2020-12-03 08:41:46,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-03 00:30:17,"RT @gatzby_: If you apply call center-style metrics to them the way every other business has become, they're the only corporation more hate…"
2020-12-03 00:10:06,"If you apply call center-style metrics to them the way every other business has become, they're the only corporatio… https://t.co/9Bkuj8jgvW"
2020-12-02 23:18:14,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 23:12:08,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 21:50:12,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 20:20:58,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 19:51:32,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 19:42:47,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 18:55:37,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 17:05:26,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 15:42:50,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 15:18:22,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 15:15:24,"RT @Bo80picasso: @Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corporation…"
2020-12-02 15:13:43,"@Grayscale if the managing director of Rockefeller capitol is on the board 👇

if the vice chairman of comcast corpo… https://t.co/WpVBWhOOnG"
2020-12-02 11:27:58,"@AOnedaland Except in our case it's not the government propagating propaganda through the media.

- @CNN - owned by… https://t.co/9g8PEFUys8"
2020-12-01 20:23:02,"@KatyTurNBC What'd be even more magical is if you'd stop bringing on the likes of Hewitt. I get it, Comcast and cor… https://t.co/3AM1Ne7bU6"
2020-12-01 18:10:00,"6 Ways to Create a Terrible Customer Service Experience

When you’re in business, whether you’re a large corporatio… https://t.co/gooZNeq2Bx"
2020-12-01 14:45:01,Comcast Corporation announced the first round of Comcast RISE award recipients. #CobbCounty #Business https://t.co/CUWbhYTJ5g
2020-12-01 14:32:44,"RT @Threetoesloth1: Massively overlooked fact about $QNT

- From Comcast

""Neil Smit serves as a Vice Chairman of Comcast Corporation. In t…"
2020-12-01 07:31:48,"@CNBC @CNBCMakeIt Let's see they're promoted on TV By a corporation (CNBC/Comcast) indebted to China, while the sho… https://t.co/sf7hd50eDp"
2020-12-01 00:08:14,We need to do to Comcast what we once did to the Bell corporation. Corporate death penalty https://t.co/zHt0BBIv21
2020-12-01 00:00:10,Comcast Corporation announced the first round of Comcast RISE award recipients. #CobbCounty #Business https://t.co/CUWbhZbjWO
2020-11-30 23:56:14,"Hi Comcast, you’re a scum sucking corporation and from the bottom of my heart please fuck off ❤️"
2020-11-30 20:00:09,Comcast Corporation announced the first round of Comcast RISE award recipients. #CobbCounty #Business https://t.co/CUWbhYTJ5g
2020-11-30 11:02:39,... https://t.co/lkIFDrXeWP  Yet if I invest in this phone technology knowing that this is not silver bullet phone… https://t.co/Z7F5AzDbYt
2020-11-29 23:51:47,"@darrengrimes_ GB News will launch on Digital Sky and other TV platforms in mid-January, by all accounts.

It is b… https://t.co/mLGkkxoAoH"
